region_id,C06_CFNC_BF_3000_mr,C06_CFNC_BF_Ns,C06_CFNC_BF_Tot,C06_CFNC_BPT_N,C06_CFNC_BPT_1_199,C06_CFNC_BPT_200_399,C06_CFNC_BPT_400_599,C06_CFNC_BPT_600_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_Tot,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_199,C06_CFNC_1F1P_200_399,C06_CFNC_1F1P_400_599,C06_CFNC_1F1P_600_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_Tot,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_199,C06_CFNC_1E1A_200_399,C06_CFNC_1E1A_400_599,C06_CFNC_1E1A_600_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_Tot,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_199,C06_CFNC_1F1NW_200_399,C06_CFNC_1F1NW_400_599,C06_CFNC_1F1NW_600_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_i3000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_Tot,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_199,C06_CFNC_1P1NW_200_399,C06_CFNC_1P1NW_400_599,C06_CFNC_1P1NW_600_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_mr,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_199,C06_CFNC_1A1NW_200_399,C06_CFNC_1A1NW_400_599,C06_CFNC_1A1NW_600_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_mr,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_Tot,C06_CFNC_BA_N,C06_CFNC_BA_1_199,C06_CFNC_BA_200_399,C06_CFNC_BA_400_599,C06_CFNC_BA_600_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_mr,C06_CFNC_BA_Ns,C06_CFNC_BA_Tot,C06_CFNC_BNW_Ne_Nil,C06_CFNC_BNW_1_199,C06_CFNC_BNW_200_399,C06_CFNC_BNW_400_599,C06_CFNC_BNW_600_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000mr,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_199,C06_CFNC_LFns_200_399,C06_CFNC_LFns_400_599,C06_CFNC_LFns_600_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_199,C06_CFNC_T_200_399,C06_CFNC_T_400_599,C06_CFNC_T_600_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CFC_BFT_N,C06_CFC_BFT_1_199,C06_CFC_BFT_200_399,C06_CFC_BFT_400_599,C06_CFC_BFT_600_799,C06_CFC_BFT_800_999,C06_CFC_BFT_1000_1499,C06_CFC_BFT_1500_1999,C06_CFC_BFT_2000_2499,C06_CFC_BFT_2500_2999,C06_CFC_BFT_3000_mr,C06_CFC_BFT_Ns,C06_CFC_BFT_Tot,C06_CFC_BPT_N,C06_CFC_BPT_1_199,C06_CFC_BPT_200_399,C06_CFC_BPT_400_599,C06_CFC_BPT_600_799,C06_CFC_BPT_800_999,C06_CFC_BPT_1000_1499,C06_CFC_BPT_1500_1999,C06_CFC_BPT_2000_2499,C06_CFC_BPT_2500_2999,C06_CFC_BPT_3000m,C06_CFC_BPT_Ns,C06_CFC_BPT_T,C06_CFC_1F1P_N,C06_CFC_1F1P_1_199,C06_CFC_1F1P_200_399,C06_CFC_1F1P_400_599,C06_CFC_1F1P_600_799,C06_CFC_1F1P_800_999,C06_CFC_1F1P_1000_1499,C06_CFC_1F1P_1500_1999,C06_CFC_1F1P_2000_2499,C06_CFC_1F1P_2500_2999,C06_CFC_1F1P_3000m,C06_CFC_1F1P_Ns,C06_CFC_1F1P_Tot,C06_CF_1E1A_N,C06_CF_1E1A_1_199,C06_CF_1E1A_200_399,C06_CF_1E1A_400_599,C06_CF_1E1A_600_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000m,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_199,C06_CF_1F1NW_200_399,C06_CF_1F1NW_400_599,C06_CF_1F1NW_600_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_T,C06_CF_1P1NW_N,C06_CF_1P1NW_1_199
LGA18550,127,37,2245,3,3,13,38,73,57,113,50,15,11,12,6,394,3,3,9,29,66,105,622,271,129,37,60,34,1368,0,0,3,4,17,20,108,58,34,7,7,19,277,7,0,14,112,198,201,383,102,26,65,14,53,1175,0,5,44,258,151,81,122,20,11,3,7,23,725,3,0,17,36,32,12,33,7,3,3,0,7,153,0,0,3,4,13,8,37,26,6,6,3,11,117,96,224,144,3504,1509,332,819,77,41,21,37,238,7042,5,12,5,106,44,9,24,4,3,7,3,793,1015,127,250,252,4106,2151,859,3006,1241,685,343,270,1221,14511,4,5,5,21,27,37,512,632,523,288,265,339,2658,3,4,10,24,46,69,216,109,51,26,15,65,638,9,5,13,45,110,225,1580,1075,537,266,200,425,4490,3,0,0,10,25,43,228,153,95,57,41,90,745,9,5,23,113,305,493,1230,441,127,207,58,296,3307,0,5
LGA18710,96,14,428,0,0,0,5,10,4,30,9,3,3,11,3,78,0,0,4,11,9,17,65,34,27,15,25,3,210,0,0,0,5,3,6,11,14,5,6,7,0,57,3,3,0,12,12,14,46,20,8,18,12,6,154,0,0,5,17,12,10,22,13,8,3,3,4,97,0,3,4,0,3,0,4,0,0,0,0,5,19,0,0,0,4,0,0,7,6,3,0,3,0,23,13,19,12,130,52,22,61,4,4,5,4,16,342,4,0,0,0,4,0,0,0,0,0,0,101,109,23,28,29,193,122,80,329,168,142,90,161,152,1517,0,0,0,0,3,3,47,64,73,69,111,64,434,0,0,0,3,5,5,11,3,7,3,5,4,46,0,0,0,3,17,28,161,128,75,61,64,33,570,0,0,0,0,3,3,18,8,17,9,15,17,90,0,5,6,15,21,35,84,42,11,33,19,21,292,0,0
LGA18750,8,5,238,3,0,0,8,12,7,18,3,3,0,0,3,57,3,0,4,10,14,16,67,15,9,7,4,4,153,0,0,4,0,5,0,11,0,5,0,0,0,25,0,0,6,30,27,15,26,11,3,0,0,6,124,3,0,3,25,12,6,12,5,0,0,0,3,69,0,0,0,3,0,0,6,0,3,0,0,0,12,3,0,0,0,0,3,3,3,0,0,3,5,20,14,16,15,256,76,10,32,3,0,0,0,26,448,0,3,0,5,5,0,12,0,0,0,0,68,93,31,22,32,347,172,63,290,82,43,22,15,120,1239,0,0,3,12,16,10,81,71,27,15,18,30,283,0,0,0,3,7,6,16,5,0,0,0,8,45,6,0,3,6,15,32,160,86,36,12,23,33,412,0,0,0,0,3,6,13,19,3,3,0,12,59,0,0,3,23,55,46,84,20,7,6,3,26,273,3,0
LGA19399,4,3,63,0,0,0,3,3,0,3,0,0,0,0,0,9,0,0,0,0,3,0,8,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,4,0,4,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,4,7,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,3,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,12,12,3,7,8,21,18,8,33,9,3,4,4,24,142,0,4,0,3,3,3,9,3,3,0,0,17,45,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,5,3,0,3,0,5,22,0,0,0,3,3,0,0,3,0,3,0,4,16,0,0,3,0,4,4,4,0,0,0,0,0,15,0,0
LGA20110,8,9,261,3,0,4,18,13,9,32,5,0,0,3,0,87,0,0,3,7,19,21,73,35,13,4,6,4,185,0,0,0,3,4,4,20,0,7,0,0,0,38,0,0,5,13,22,12,25,12,5,0,4,4,102,0,0,11,27,20,4,17,0,0,5,0,7,91,0,0,0,7,3,3,6,0,0,3,0,0,22,3,0,0,3,4,0,7,8,0,0,0,0,25,5,25,14,270,131,26,69,8,6,4,3,19,580,3,6,0,8,3,0,0,0,0,0,0,93,113,19,36,40,367,234,87,351,117,64,29,24,136,1504,3,4,3,12,12,4,62,60,28,17,17,41,263,0,0,3,0,8,8,22,3,0,0,3,10,57,0,0,0,14,16,50,174,86,22,4,5,46,417,0,0,0,4,4,4,16,6,4,0,0,3,41,3,0,4,19,22,30,63,22,3,7,3,17,193,0,4
LGA20260,4,3,287,0,0,3,6,8,5,19,4,3,0,4,3,55,0,0,3,14,24,26,75,34,8,3,6,0,193,0,0,0,4,0,5,13,6,3,0,0,0,31,0,0,3,20,31,17,26,3,0,3,3,12,118,0,0,3,23,20,7,15,0,0,0,0,3,71,0,0,3,3,3,0,8,0,0,0,0,5,22,0,3,0,0,3,0,3,3,3,0,0,3,18,7,13,15,265,107,24,58,3,3,3,4,27,529,0,0,0,8,4,0,5,0,3,3,0,56,79,11,19,30,347,216,92,350,114,58,33,21,112,1403,0,0,0,4,11,4,73,58,31,18,16,41,256,5,0,0,0,8,6,7,4,3,0,0,7,40,0,0,4,6,11,28,122,73,35,9,11,33,332,0,0,0,0,3,4,24,9,4,0,0,10,54,0,3,3,22,40,44,59,16,5,4,0,23,219,0,0
LGA20570,89,24,1832,0,5,4,29,50,24,83,24,11,6,8,5,249,0,3,9,38,60,110,521,197,83,37,55,31,1144,3,3,0,9,17,8,84,40,23,11,9,11,218,0,4,12,98,144,149,214,53,12,24,14,45,769,4,10,37,162,91,45,68,12,3,0,6,16,454,0,0,7,22,12,14,21,4,0,0,0,4,84,3,0,0,3,3,4,20,17,5,0,3,6,64,34,71,57,1352,600,135,364,45,21,13,26,138,2856,3,3,3,40,25,3,17,3,0,0,0,442,539,56,102,132,1764,1042,518,2051,916,482,214,210,722,8209,7,0,6,13,27,28,338,384,317,167,148,202,1637,0,0,0,13,31,35,84,55,18,7,7,22,272,3,3,6,34,90,171,1063,731,334,168,176,256,3035,0,0,0,9,14,25,116,82,51,27,22,50,396,3,4,16,77,207,309,731,232,51,135,40,163,1968,0,3
LGA20660,354,46,2641,3,7,8,22,38,23,132,51,28,15,18,5,350,0,0,3,15,57,90,516,305,170,77,116,37,1386,0,0,0,7,12,16,77,56,38,31,33,12,282,6,0,13,78,130,144,332,106,36,97,29,39,1010,4,19,33,142,85,70,133,37,20,6,11,24,584,0,0,5,23,20,13,29,14,9,3,4,4,124,0,0,0,6,5,3,22,17,14,6,11,10,94,80,126,74,1409,802,233,587,96,51,41,35,162,3696,4,16,7,50,27,7,18,6,0,0,0,565,700,103,174,146,1757,1195,618,2302,1350,1029,678,611,904,10867,0,7,7,12,33,18,280,464,551,423,688,349,2832,0,4,4,17,24,34,125,98,43,34,35,51,469,0,3,12,36,67,148,1053,1081,746,531,668,432,4777,0,0,0,4,23,24,127,155,114,91,79,88,705,5,4,22,91,195,275,961,506,167,466,186,262,3140,4,5
LGA20740,23,12,426,0,4,0,28,32,12,55,7,8,4,8,7,165,9,3,0,13,31,42,174,68,28,13,10,12,403,0,3,3,0,7,9,20,6,7,3,3,7,68,0,0,5,36,41,39,67,20,11,11,6,17,253,0,6,25,79,54,26,34,9,3,4,0,0,240,0,0,0,8,10,6,5,4,0,0,0,0,33,0,0,0,3,3,3,6,3,0,0,0,3,21,23,49,29,804,344,77,196,28,8,3,6,83,1650,3,4,0,26,8,3,9,6,0,0,0,200,259,35,75,65,1009,549,234,726,252,118,58,56,341,3518,0,0,4,5,15,9,113,70,55,30,24,62,387,0,0,4,13,20,13,51,18,3,0,3,15,140,0,0,3,10,46,58,283,140,56,23,25,74,718,0,0,6,5,4,14,40,19,14,0,3,6,111,4,0,7,30,73,73,177,27,9,13,0,43,456,3,3
LGA20830,58,26,799,3,4,6,28,27,13,64,17,3,0,3,3,171,5,5,3,26,49,37,238,123,36,27,23,18,590,0,0,0,11,12,4,31,23,12,7,5,3,108,0,9,3,40,79,57,99,32,6,19,8,22,374,0,5,14,70,42,18,54,9,3,5,4,10,234,0,0,3,6,11,6,15,3,0,5,0,3,52,0,0,3,3,3,0,20,4,6,4,0,10,53,35,37,39,628,266,64,185,19,12,5,4,58,1352,3,0,3,24,14,5,13,0,0,0,0,179,241,56,63,74,862,540,227,974,397,219,125,105,332,3974,4,9,6,12,26,18,160,163,138,86,80,130,832,0,0,0,6,9,19,64,21,11,5,5,22,162,0,3,11,25,58,84,499,306,203,89,82,143,1503,3,0,0,3,11,7,61,41,24,7,14,31,202,0,0,7,45,77,131,350,133,35,43,14,76,911,0,0
LGA20910,620,23,1806,3,4,4,15,35,14,102,51,31,18,69,8,354,3,0,3,7,17,36,266,198,148,133,223,25,1059,0,0,4,5,12,7,32,34,27,18,40,9,188,6,4,7,21,45,53,191,87,47,192,99,42,794,0,10,14,64,63,44,143,59,23,43,61,20,544,0,0,4,6,5,9,15,15,3,8,9,10,84,3,0,0,5,4,0,19,11,11,5,18,7,83,53,91,52,677,441,180,573,183,120,93,122,124,2709,0,0,0,30,10,3,17,3,3,3,10,483,562,72,109,93,835,644,364,1540,911,784,809,1271,751,8183,6,4,3,6,16,17,141,193,297,294,955,295,2227,0,0,0,9,14,13,88,56,37,26,76,47,366,11,8,4,16,38,56,464,612,470,706,1214,374,3973,0,3,0,3,8,10,45,73,64,76,168,69,519,6,4,8,45,65,105,371,309,89,1110,369,220,2701,0,4
LGA21010,20,6,337,0,0,3,8,10,9,36,0,3,0,0,0,69,3,3,0,9,21,21,87,31,15,5,9,3,207,0,0,3,0,5,3,18,10,3,0,0,0,42,0,3,0,25,25,20,36,10,0,3,0,7,129,0,0,9,30,17,15,14,3,0,3,0,3,94,3,0,0,7,0,4,3,0,0,3,0,0,20,0,0,0,3,4,0,3,3,0,3,3,0,19,3,14,22,302,142,25,77,12,4,0,5,18,624,0,0,0,10,6,3,4,0,3,0,0,109,135,13,24,44,406,249,111,419,133,69,25,37,146,1676,0,0,4,6,11,13,67,73,52,27,10,36,299,0,0,0,3,5,12,20,6,4,0,0,0,50,0,3,0,7,22,41,171,106,30,10,11,45,446,0,0,0,3,0,3,11,12,10,8,3,15,65,0,0,3,16,37,52,103,29,3,11,3,20,277,0,0
LGA21110,1108,54,3527,3,14,12,42,50,36,154,72,50,38,82,7,560,6,0,6,17,36,77,398,302,194,163,377,33,1609,0,0,0,4,12,6,54,48,46,39,70,18,297,0,3,13,45,83,91,310,152,65,247,162,36,1207,4,12,52,84,69,50,207,92,46,58,98,16,788,3,0,3,5,15,8,25,26,14,15,15,4,133,3,0,0,0,3,4,23,13,13,16,50,11,136,127,134,87,875,557,206,819,312,218,135,246,140,3856,4,6,3,25,16,8,30,5,8,3,6,779,893,157,176,176,1104,860,505,2398,1583,1434,1301,2214,1098,13006,7,3,3,23,30,39,297,386,507,546,1847,512,4200,0,4,10,20,27,33,136,99,76,54,128,71,658,6,8,16,31,55,82,630,808,820,1105,2385,646,6592,3,0,0,4,14,21,74,103,110,139,313,100,881,7,14,19,63,135,154,560,401,181,1549,746,410,4239,3,4
LGA21180,102,49,2353,4,3,5,20,35,32,90,15,12,3,4,11,234,3,0,3,19,62,122,513,193,82,39,33,24,1093,0,3,4,9,8,19,79,60,36,6,4,26,254,14,3,38,214,283,245,369,89,26,33,11,95,1420,6,23,66,197,87,51,61,6,3,3,3,26,532,4,3,8,39,26,13,27,7,0,3,0,26,156,0,3,0,0,7,8,30,20,12,3,3,11,97,154,334,144,2966,709,108,350,23,8,5,17,223,5041,11,9,7,87,38,6,18,8,3,0,3,621,811,206,384,281,3568,1304,631,2341,1100,631,253,180,1112,11991,20,8,7,24,52,61,966,972,791,412,441,436,4190,5,4,13,43,64,59,204,82,47,23,23,55,622,10,14,24,58,133,253,1428,966,545,293,296,414,4434,9,0,5,20,20,31,186,170,140,71,49,102,803,24,26,73,394,689,772,1630,630,270,251,95,554,5408,3,20
LGA21270,5,7,176,0,4,3,6,10,0,10,6,0,0,0,0,39,0,3,3,8,14,15,45,16,4,5,0,3,116,0,0,0,4,6,0,4,4,0,0,0,3,21,0,0,3,19,9,8,16,0,0,0,4,3,62,0,0,5,27,11,4,7,0,0,0,0,4,58,0,0,0,7,0,0,6,0,0,0,0,0,13,3,0,0,0,4,4,4,0,3,0,0,0,18,6,13,3,172,57,4,32,0,0,0,0,16,303,3,0,3,5,4,0,3,0,0,0,0,46,64,22,23,23,269,132,40,189,54,19,8,9,82,870,4,0,9,10,15,7,39,30,15,6,13,20,168,0,0,0,3,3,3,4,5,0,0,0,3,21,4,3,8,9,17,38,84,31,3,6,7,33,243,0,0,4,3,0,0,12,5,0,3,0,5,32,3,0,5,15,29,25,35,10,0,0,3,16,141,0,0
LGA21370,28,30,884,0,0,6,14,25,16,59,5,3,3,3,8,142,3,4,8,26,46,55,294,72,34,14,10,15,581,0,0,0,3,7,10,36,13,9,5,3,12,98,3,3,16,41,74,43,87,23,9,7,4,18,328,0,5,21,84,50,28,45,10,0,0,0,6,249,3,0,0,13,12,8,10,4,0,0,0,6,56,0,0,0,3,6,0,17,12,0,0,4,3,45,26,39,23,730,317,57,191,16,11,0,9,54,1473,7,5,3,26,6,4,10,3,3,0,0,216,283,52,67,80,969,597,248,1067,360,196,74,61,368,4139,8,6,8,25,45,31,213,195,111,64,50,131,887,0,0,0,3,15,18,47,19,9,8,0,11,130,3,3,5,26,84,98,509,279,126,63,37,119,1352,0,3,0,3,10,16,68,40,18,11,0,25,194,3,3,9,61,90,119,265,68,28,32,10,73,761,3,0
LGA21450,78,37,1294,3,0,4,34,44,22,64,24,3,4,6,3,211,3,3,9,22,50,57,352,170,86,18,28,31,829,0,0,3,7,12,8,62,32,14,4,7,6,155,0,3,5,48,89,87,164,44,9,37,14,43,543,0,6,22,68,63,32,50,10,3,3,4,10,271,0,0,3,7,10,12,14,0,0,3,0,6,55,0,0,3,3,3,3,18,10,3,0,3,7,53,31,53,35,664,301,58,161,20,14,6,6,62,1411,3,9,3,22,6,0,8,0,3,0,0,256,310,50,79,92,897,600,307,1294,676,374,156,146,461,5132,5,3,0,12,17,23,269,336,288,156,151,191,1451,0,0,0,12,25,32,81,42,26,11,13,19,261,7,11,8,39,80,139,933,661,264,162,160,250,2714,0,0,4,3,4,19,99,70,37,24,21,42,323,4,6,11,63,188,290,696,262,65,135,28,174,1922,0,0
LGA21610,222,92,4759,4,7,5,51,68,36,186,49,12,7,11,10,446,3,5,5,45,99,194,968,428,201,70,61,81,2160,3,3,3,21,25,32,172,96,56,17,15,23,466,11,3,30,199,396,350,590,150,38,64,18,99,1948,3,9,70,234,155,89,131,13,6,11,0,28,749,3,0,6,34,30,20,40,15,3,7,0,26,184,0,0,0,8,5,5,62,39,24,0,4,20,167,146,203,115,2175,888,188,430,54,21,14,28,155,4417,13,18,6,86,38,14,42,9,3,3,3,728,963,205,252,245,2880,1747,1003,4238,2275,1301,489,362,1262,16259,13,23,11,28,65,91,1492,1675,1242,632,625,714,6611,0,3,11,38,77,78,285,126,74,20,24,91,827,13,19,15,87,203,485,2933,2054,1012,530,472,679,8502,6,0,3,23,40,78,392,287,186,86,74,167,1342,14,28,92,388,929,1255,2880,993,261,453,129,671,8093,4,16
LGA21670,3,4,186,0,3,0,9,4,6,17,3,0,0,3,0,45,3,0,3,4,18,19,66,17,6,3,3,10,152,0,0,0,3,3,3,10,3,3,0,0,3,28,0,0,8,30,41,20,17,11,0,0,3,9,139,0,4,10,39,19,10,10,0,3,0,3,0,98,0,0,0,6,6,0,9,0,0,0,0,3,24,0,0,0,3,3,0,0,3,0,0,0,0,9,9,30,14,468,143,24,56,6,0,0,0,36,786,0,0,3,11,7,3,7,0,0,0,0,105,136,15,40,42,585,253,95,286,70,26,6,15,170,1603,3,0,0,3,9,0,52,51,30,11,6,22,187,0,0,0,4,3,9,19,5,0,0,0,3,43,0,0,0,0,20,38,118,50,12,7,6,34,285,0,0,0,0,9,0,17,12,0,0,0,9,47,3,0,3,31,45,46,69,13,6,3,3,15,237,0,0
LGA21750,19,10,460,3,3,3,14,23,18,49,7,5,0,4,3,132,0,3,8,12,23,34,153,34,25,8,17,9,326,6,0,0,0,11,0,16,8,11,0,5,3,60,0,0,5,25,39,21,49,13,3,3,0,8,166,0,4,15,46,26,15,15,3,0,0,4,3,131,0,0,0,7,4,6,9,0,0,3,0,3,32,0,0,0,0,0,0,17,11,0,0,0,0,28,11,31,11,337,152,33,92,7,0,3,0,35,712,0,4,0,8,4,0,4,0,0,3,0,132,155,25,52,42,463,312,145,589,186,96,37,49,206,2202,3,5,5,11,15,12,102,95,61,32,42,63,446,0,0,0,4,14,12,32,13,5,0,5,11,96,3,0,3,17,35,63,275,159,56,24,22,96,753,0,0,3,0,5,9,40,27,8,4,3,12,111,3,0,3,27,65,75,160,45,7,9,3,31,428,0,0
LGA21830,31,10,388,0,0,0,11,12,8,33,6,6,0,0,7,83,3,0,0,8,27,40,97,53,16,11,17,7,279,3,0,3,0,0,0,17,10,5,0,0,0,38,0,0,0,21,35,21,31,4,3,10,5,14,144,3,3,10,32,20,7,15,6,3,0,0,3,102,0,0,0,0,3,0,4,3,0,0,0,4,14,4,6,0,0,0,0,9,0,0,0,4,4,27,10,26,9,299,126,15,66,8,5,0,5,35,604,3,3,0,16,3,0,7,3,0,0,0,111,146,32,41,25,406,247,101,425,170,78,43,62,195,1825,9,5,3,5,26,21,152,94,57,32,55,89,548,3,0,0,3,6,3,18,7,3,0,3,12,58,3,0,3,12,49,52,222,117,41,29,32,67,627,0,3,0,3,6,11,27,15,4,4,0,13,86,3,0,3,25,48,38,116,27,3,26,9,25,323,0,0
LGA21890,370,42,2857,3,8,15,46,59,48,134,45,14,7,6,3,388,0,5,3,33,46,110,480,279,146,65,68,18,1253,3,0,5,11,5,15,74,48,36,22,26,14,259,3,4,28,141,179,155,237,79,30,46,16,41,959,5,23,80,125,73,34,56,14,6,5,4,21,446,0,3,10,21,17,12,16,3,0,4,0,4,90,3,0,3,3,4,3,25,10,18,8,14,8,99,149,297,123,2408,602,124,321,31,12,8,9,186,4270,6,8,0,64,28,6,25,4,0,0,3,705,849,175,351,270,2864,1049,533,1966,1185,949,570,516,1042,11470,8,3,0,12,29,42,365,414,411,284,319,243,2130,0,4,11,30,48,46,163,83,43,25,23,41,517,3,5,10,45,94,152,921,763,502,286,369,233,3383,0,0,6,13,18,30,100,113,93,78,71,60,582,7,10,44,175,288,376,896,404,126,304,102,225,2957,3,16
LGA22110,26,31,792,3,0,8,37,37,28,74,15,9,3,5,11,230,0,0,8,32,51,72,297,85,36,12,20,12,625,3,3,3,7,13,12,56,22,9,8,0,7,143,4,0,6,70,78,44,88,21,3,9,4,18,345,0,4,34,120,70,37,59,10,0,8,3,14,359,0,0,4,19,16,11,12,4,3,0,0,7,76,3,3,0,5,12,3,24,8,0,3,0,4,65,32,102,76,1097,514,129,325,27,16,6,15,93,2432,0,7,3,25,11,3,12,3,0,0,3,373,440,54,126,145,1450,857,357,1285,353,168,66,76,570,5507,5,5,5,13,42,24,158,128,104,36,29,93,642,0,3,4,17,24,29,59,28,10,4,7,18,203,0,7,13,28,72,106,438,209,93,37,38,118,1159,0,0,0,7,11,16,48,33,13,4,10,15,157,5,0,6,40,112,134,224,62,8,25,9,53,678,0,3
LGA22170,128,45,2619,0,3,8,30,60,40,125,43,21,10,8,8,356,0,0,5,30,72,116,621,280,133,44,53,42,1396,0,0,4,12,18,15,96,73,38,15,5,17,293,4,6,11,106,178,181,401,102,23,54,11,59,1136,3,9,53,160,98,60,92,30,5,7,6,22,545,0,0,6,18,23,16,30,6,3,5,0,5,112,0,3,0,3,3,0,41,23,13,7,3,8,104,47,117,80,1637,765,197,409,52,22,8,19,148,3501,8,4,3,49,30,9,19,3,3,0,0,539,667,73,142,173,2056,1279,666,2693,1403,806,312,233,893,10729,8,4,9,16,30,26,461,574,561,262,247,311,2509,0,3,7,11,37,44,159,73,37,17,7,56,451,4,12,7,37,110,225,1421,1005,539,230,250,390,4230,0,3,4,6,25,25,181,143,82,30,39,85,623,13,9,15,135,282,484,1159,420,108,215,47,306,3193,0,5
LGA22250,19,9,294,0,0,0,7,6,6,22,3,4,0,0,0,48,0,3,0,9,22,20,100,30,10,5,0,5,204,0,0,0,3,13,0,20,6,5,0,0,0,47,3,0,6,27,15,8,21,7,3,4,0,6,100,0,0,8,23,16,6,5,6,0,0,0,0,64,0,0,3,3,3,3,10,0,0,0,0,3,25,0,0,0,9,3,0,3,4,0,0,6,0,25,5,18,19,246,116,13,59,7,3,0,0,36,522,0,3,0,9,10,3,3,0,0,0,0,75,103,15,30,39,353,224,76,371,106,46,13,25,134,1432,3,3,3,12,14,16,96,46,24,6,10,48,281,0,0,0,0,5,3,15,8,0,0,0,0,31,0,3,5,15,34,32,148,68,14,7,10,35,371,0,0,0,3,4,3,22,12,3,3,3,9,62,0,3,5,20,40,55,57,13,7,4,3,18,225,3,0
