region_id,C01_Se_h_NPUR_1,C01_Se_h_NPUR_2,C01_Se_h_NPUR_3,C01_Se_h_NPUR_4,C01_Se_h_NPUR_5,C01_Se_h_NPUR_6more,C01_Se_h_Tot,C01_SDRTHT1S_NPUR_1,C01_SDRTHT1S_NPUR_2,C01_SDRTHT1S_NPUR_3,C01_SDRTHT1S_NPUR_4,C01_SDRTHT1S_NPUR_5,C01_SDRTHT1S_NPUR_6mo,C01_SDRTHT1S_To,C01_SDRTHT2S_NPUR_1,C01_SDRTHT2S_NPUR_2,C01_SDRTHT2S_NPUR_3,C01_SDRTHT2S_NPUR_4,C01_SDRTHT2S_NPUR_5,C01_SDRTHT2S_NPUR_6mo,C01_SDRTHT2S_To,C01_SDRTHT_NPUR_1,C01_SDRTHT_NPUR_2,C01_SDRTHT_NPUR_3,C01_SDRTHT_NPUR_4,C01_SDRTHT_NPUR_5,C01_SDRTHT_NPUR_6mor,C01_SDRTHT_Tot,C01_FUA_1_2SB_NPUR_1,C01_FUA_1_2SB_NPUR_2,C01_FUA_1_2SB_NPUR_3,C01_FUA_1_2SB_NPUR_4,C01_FUA_1_2SB_NPUR_5,C01_FUA_1_2SB_NPUR_6mor,C01_FUA_1_2SB_Tot,C01_FUA_I_a_3SB_NPUR_1,C01_FUA_I_a_3SB_NPUR_2,C01_FUA_I_a_3SB_NPUR_3,C01_FUA_I_a_3SB_NPUR_4,C01_FUA_I_a_3SB_NPUR_5,C01_FUA_I_a_3SB_NPUR_6m,C01_FUA_In_a_3SB_To,C01_FUA_4mor_s_b_NPUR_1,C01_FUA_4mor_s_b_NPUR_2,C01_FUA_4mor_s_b_NPUR_3,C01_FUA_4mor_s_b_NPUR_4,C01_FUA_4mor_s_b_NPUR_5,C01_FUA_4m_s_b_NPUR_6mor,C01_FUA_4mor_st_bl_Tot,C01_FUA_AH_NPUR_1,C01_FUA_AH_NPUR_2,C01_FUA_AH_NPUR_3,C01_FUA_AH_NPUR_4,C01_FUA_AH_NPUR_5,C01_FUA_AH_NPUR_6mo,C01_FUA_AH_Tot,C01_FUA_To_NPUR_1,C01_FUA_To_NPUR_2,C01_FUA_To_NPUR_3,C01_FUA_To_NPUR_4,C01_FUA_To_NPUR_5,C01_FUA_To_NPUR_6mo,C01_FUA_To_To,C01_OD_CCH_NPUR_1,C01_OD_CCH_NPUR_2,C01_OD_CCH_NPUR_3,C01_OD_CCH_NPUR_4,C01_OD_CCH_NPUR_5,C01_OD_CCH_NPUR_6mo,C01_OD_CCH_Tot,C01_OD_IHTSO_NPUR_1,C01_OD_IHTSO_NPUR_2,C01_OD_IHTSO_NPUR_3,C01_OD_IHTSO_NPUR_4,C01_OD_IHTSO_NPUR_5,C01_OD_IHTSO_NPUR_6mo,C01_OD_IHTSO_Tot,C01_OD_H_f_a_s_o_NPUR_1,C01_OD_H_f_a_s_o_NPUR_2,C01_OD_H_f_a_s_o_NPUR_3,C01_OD_H_f_a_s_o_NPUR_4,C01_OD_H_f_a_s_o_NPUR_5,C01_OD_H_f_a_s_o_NPUR_6mor,C01_OD_H_f_a_s_o_TO,C01_OD_Tot_NPUR_1,C01_OD_Tot_NPUR_2,C01_OD_Tot_NPUR_3,C01_OD_Tot_NPUR_4,C01_OD_Tot_NPUR_5,C01_OD_Tot_NPUR_6mor,C01_OD_T_T,C01_DS_ns_NPUR_1,C01_DS_ns_NPUR_2,C01_DS_ns_NPUR_3,C01_DS_ns_NPUR_4,C01_DS_ns_NPUR_5,C01_DS_ns_NPUR_6more,C01_Dwg_st_NS_T,C01_Tot_NPUR_1,C01_Tot_NPUR_2,C01_Tot_NPUR_3,C01_Tot_NPUR_4,C01_Tot_NPUR_5,C01_Tot_NPUR_6more,C01_T_T,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_S_r_t_h_t_1_s_NPUR_1,C06_S_r_t_h_t_1_s_NPUR_2,C06_S_r_t_h_t_1_s_NPUR_3,C06_S_r_t_h_t_1_s_NPUR_4,C06_S_r_t_h_t_1_s_NPUR_5,C06_S_r_t_h_t_1_s_NPUR_6mo,C06_SDRTHTS_To,C06_S_r_t_h_t_2mor_s_NPUR_1,C06_S_r_t_h_t_2mor_s_NPUR_2,C06_S_r_t_h_t_2mor_s_NPUR_3,C06_S_r_t_h_t_2mor_s_NPUR_4,C06_S_r_t_h_t_2mor_s_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_Sd_r_t_h_t_To_NPUR_1,C06_Sd_r_t_h_t_To_NPUR_2,C06_Sd_r_t_h_t_To_NPUR_3,C06_Sd_r_t_h_t_To_NPUR_4,C06_Sd_r_t_h_t_To_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_Sd_r_t_h_t_To_Tot,C06_Fl_u_a_1_2SB_NPUR_1,C06_Fl_u_a_1_2SB_NPUR_2,C06_Fl_u_a_1_2SB_NPUR_3,C06_Fl_u_a_1_2SB_NPUR_4,C06_Fl_u_a_1_2SB_NPUR_5,C06_F_u_a_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_F_u_a_I_a_3SB_NPUR_1,C06_F_u_a_I_a_3SB_NPUR_2,C06_F_u_a_I_a_3SB_NPUR_3,C06_F_u_a_I_a_3SB_NPUR_4,C06_F_u_a_I_a_3SB_NPUR_5,C06_F_u_a_I_a_3SB_NPUR_6m,C06_FUA_In_a_3_st_b_To,C06_F_u_a_4mor_s_b_NPUR_1,C06_F_u_a_4mor_s_b_NPUR_2,C06_F_u_a_4mor_s_b_NPUR_3,C06_F_u_a_4mor_s_b_NPUR_4,C06_F_u_a_4mor_s_b_NPUR_5,C06_F_u_a_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4
LGA18750,827,1316,610,543,284,178,3758,87,35,6,3,0,0,131,0,0,3,0,0,0,3,87,35,9,3,0,0,134,140,47,11,3,3,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,144,47,14,3,3,0,211,24,8,0,0,0,0,32,4,3,0,0,3,3,13,10,15,4,8,3,3,43,38,26,4,8,6,6,88,3,3,0,3,0,0,9,1099,1427,637,560,293,184,4200,916,1408,598,559,318,173,3972,125,38,15,10,3,3,194,0,3,0,0,0,0,3,125,41,15,10,3,3,197,128,65,19,6,3,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,14,136,68,19,9,3,0,235,19,6,4,0,0,0,29,3,3,0,0,0,0,6,5,5,0,3,3,0,16,27,14,4,3,3,0,51,0,0,0,0
LGA19399,100,146,63,49,22,10,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,10,8,3,3,0,0,24,10,3,3,0,0,0,16,0,0,0,0,0,0,0,3,5,0,3,0,0,11,13,8,3,3,0,0,27,0,3,0,3,0,0,6,123,165,69,58,22,10,447,87,133,54,46,19,10,349,3,4,4,6,0,3,20,0,0,0,0,0,0,0,3,4,4,6,0,3,20,15,13,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,18,16,0,0,0,0,34,7,0,0,0,0,0,7,10,0,0,0,0,0,10,0,0,3,0,0,0,3,17,0,3,0,0,0,20,0,0,0,0
LGA20110,950,1447,550,580,267,110,3904,50,25,4,7,0,0,86,0,4,3,0,0,0,7,50,29,7,7,0,0,93,143,51,15,8,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,143,54,15,8,0,0,220,23,19,3,0,0,0,45,3,0,0,0,0,3,6,8,21,9,12,5,0,55,34,40,12,12,5,3,106,4,12,8,5,0,0,29,1181,1582,592,612,272,113,4352,1063,1688,530,590,258,86,4215,90,35,5,5,0,3,138,7,4,0,0,0,0,11,97,39,5,5,0,3,149,105,31,11,5,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,109,31,11,5,0,0,156,21,10,5,4,0,0,40,4,4,0,0,0,0,8,5,10,3,7,0,0,25,30,24,8,11,0,0,73,0,3,0,3
LGA20260,972,1436,555,511,284,124,3882,14,7,0,0,0,0,21,0,4,0,0,3,0,7,14,11,0,0,3,0,28,166,41,7,0,5,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,166,44,7,0,5,0,222,15,5,0,3,0,0,23,0,0,0,0,0,0,0,7,10,3,5,3,0,28,22,15,3,8,3,0,51,0,4,0,0,3,0,7,1174,1510,565,519,298,124,4190,1027,1609,519,499,275,116,4045,63,19,5,0,0,0,87,0,0,0,0,0,0,0,63,19,5,0,0,0,87,102,17,6,5,3,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,17,6,5,3,0,133,21,9,0,0,3,0,33,0,0,0,0,0,0,0,9,3,0,4,0,0,16,30,12,0,4,3,0,49,0,0,0,0
LGA20570,5443,8454,4244,4167,2137,848,25293,665,386,127,54,5,4,1241,51,76,30,14,8,4,183,716,462,157,68,13,8,1424,1766,698,125,32,6,0,2627,22,13,3,3,0,0,41,0,0,0,0,0,0,0,36,5,5,3,3,0,52,1824,716,133,38,9,0,2720,65,20,7,3,3,0,98,0,0,3,0,0,0,3,50,42,19,20,13,0,144,115,62,29,23,16,0,245,34,41,18,27,10,3,133,8132,9735,4581,4323,2185,859,29815,6093,9691,4518,4327,2076,758,27463,452,327,73,56,15,3,926,70,94,45,18,11,3,241,522,421,118,74,26,6,1167,2049,808,169,46,5,3,3080,20,14,0,0,3,0,37,3,3,0,0,0,0,6,21,3,3,4,0,0,31,2093,828,172,50,8,3,3154,49,18,4,8,0,0,79,7,4,3,3,0,0,17,26,27,15,4,6,0,78,82,49,22,15,6,0,174,0,0,0,0
LGA20660,5749,10810,6352,6929,3008,1086,33934,1625,1169,335,125,34,22,3310,254,338,163,90,35,20,900,1879,1507,498,215,69,42,4210,1310,828,247,92,19,13,2509,61,45,11,3,0,0,120,49,45,3,3,0,0,100,55,14,0,0,0,0,69,1475,932,261,98,19,13,2798,8,3,0,0,0,0,11,6,0,0,0,0,0,6,35,26,13,9,5,0,88,49,29,13,9,5,0,105,80,62,40,26,10,3,221,9232,13340,7164,7277,3111,1144,41268,6144,11229,5973,6871,2725,929,33871,1696,1099,338,163,48,23,3367,325,445,255,147,46,27,1245,2021,1544,593,310,94,50,4612,1675,1139,368,133,46,6,3367,41,30,7,3,0,3,84,22,22,3,0,0,0,47,21,7,0,3,3,0,34,1759,1198,378,139,49,9,3532,3,0,5,5,3,0,16,4,3,0,0,0,0,7,24,16,5,7,4,0,56,31,19,10,12,7,0,79,3,0,3,0
LGA20740,2370,3600,1051,1018,475,197,8711,112,50,7,3,3,0,175,12,26,4,8,0,3,53,124,76,11,11,3,3,228,318,104,15,6,0,3,446,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,9,326,108,15,6,0,3,458,89,27,0,0,0,0,116,3,0,0,3,0,0,6,12,11,12,7,0,0,42,104,38,12,10,0,0,164,26,22,7,9,4,0,68,2950,3844,1096,1054,482,203,9629,2712,3929,1174,1117,491,178,9601,116,46,8,0,0,0,170,18,16,0,5,0,0,39,134,62,8,5,0,0,209,329,105,20,10,0,4,468,7,4,3,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,8,344,109,23,10,0,4,490,99,50,3,5,0,0,157,4,5,0,0,0,0,9,11,15,5,6,0,0,37,114,70,8,11,0,0,203,0,4,0,0
LGA20830,2291,4050,1734,1915,1107,463,11560,111,55,5,5,0,3,179,6,10,3,6,4,3,32,117,65,8,11,4,6,211,357,141,15,7,4,0,524,7,3,0,0,0,0,10,6,4,0,0,0,0,10,7,6,0,0,0,0,13,377,154,15,7,4,0,557,86,32,12,7,6,0,143,9,0,0,0,0,3,12,14,22,0,4,4,0,44,109,54,12,11,10,3,199,55,18,0,3,3,4,83,2949,4341,1769,1947,1128,476,12610,2553,4523,1823,2033,1037,460,12429,195,89,13,9,3,0,309,5,5,3,0,0,0,13,200,94,16,9,3,0,322,402,139,16,7,0,0,564,4,0,0,0,0,0,4,0,0,0,0,0,0,0,7,3,0,0,0,0,10,413,142,16,7,0,0,578,104,27,3,3,3,0,140,3,3,0,0,0,0,6,6,8,6,0,3,0,23,113,38,9,3,6,0,169,0,3,0,0
LGA20910,4135,7240,3785,5060,2096,564,22880,1706,1375,336,162,40,11,3630,288,587,252,185,40,11,1363,1994,1962,588,347,80,22,4993,1756,1022,257,89,13,6,3143,145,82,21,8,3,0,259,23,18,21,14,3,0,79,37,24,9,3,0,0,73,1961,1146,308,114,19,6,3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,77,35,19,12,0,222,79,77,35,19,12,0,222,82,95,42,30,11,0,260,8251,10520,4758,5570,2218,592,31909,3880,6756,3758,5223,2221,520,22358,1397,1253,355,254,57,8,3324,360,746,317,283,66,15,1787,1757,1999,672,537,123,23,5111,2168,1330,329,136,28,4,3995,227,124,20,6,0,0,377,48,42,21,5,4,0,120,14,3,4,0,0,0,21,2457,1499,374,147,32,4,4513,5,4,0,0,0,0,9,0,0,0,0,0,0,0,61,72,22,17,7,0,179,66,76,22,17,7,0,188,0,0,0,0
LGA21010,956,1788,649,672,353,151,4569,224,82,13,3,0,0,322,0,0,0,0,0,0,0,224,82,13,3,0,0,322,87,34,8,4,3,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,90,37,8,4,3,0,142,19,5,3,0,3,0,30,6,3,3,3,0,0,15,6,12,3,3,0,0,24,31,20,9,6,3,0,69,25,12,3,3,3,3,49,1326,1939,682,688,362,154,5151,1154,1915,658,641,320,123,4811,98,37,10,6,0,0,151,0,0,0,0,0,0,0,98,37,10,6,0,0,151,235,77,6,3,4,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,235,77,9,3,4,0,328,12,5,3,0,0,0,20,3,0,0,3,0,0,6,5,4,3,3,0,0,15,20,9,6,6,0,0,41,0,0,0,0
LGA21110,5948,10032,6243,8368,3906,1222,35719,2700,2196,741,330,73,17,6057,581,872,443,277,62,24,2259,3281,3068,1184,607,135,41,8316,3382,2432,650,213,64,11,6752,1503,1117,307,73,10,4,3014,152,205,81,12,4,3,457,88,54,14,8,5,0,169,5125,3808,1052,306,83,18,10392,3,0,0,0,0,0,3,3,3,0,0,0,0,6,118,129,61,32,13,11,364,124,132,61,32,13,11,373,106,111,36,45,23,5,326,14584,17151,8576,9358,4160,1297,55126,5537,9771,6196,8692,4063,1166,35425,2202,2114,759,459,107,30,5671,595,962,544,407,105,23,2636,2797,3076,1303,866,212,53,8307,3794,2858,850,380,86,34,8002,1357,1145,281,95,35,11,2924,351,307,78,33,0,0,769,21,26,8,5,3,0,63,5523,4336,1217,513,124,45,11758,3,3,3,4,0,0,13,6,0,0,0,0,0,6,88,85,38,26,15,6,258,97,88,41,30,15,6,277,6,0,0,0
LGA21180,5499,11227,9223,10897,5517,2905,45268,462,465,192,192,62,32,1405,95,155,108,133,70,56,617,557,620,300,325,132,88,2022,1164,902,455,252,80,37,2890,26,8,4,4,0,3,45,16,13,3,3,3,0,38,51,31,13,6,3,3,107,1257,954,475,265,86,43,3080,25,11,4,3,0,0,43,8,0,0,0,3,0,11,20,21,20,14,11,7,93,53,32,24,17,14,7,147,59,77,57,70,30,13,306,7425,12910,10079,11574,5779,3056,50823,6646,12297,8848,9829,4709,2599,44928,968,1261,812,801,376,168,4386,201,307,233,214,99,50,1104,1169,1568,1045,1015,475,218,5490,1483,1055,520,293,102,65,3518,43,21,15,12,0,0,91,15,6,8,0,4,0,33,13,9,0,7,3,0,32,1554,1091,543,312,109,65,3674,26,4,3,7,0,0,40,6,4,6,0,0,0,16,23,17,8,10,6,3,67,55,25,17,17,6,3,123,3,5,4,4
LGA21270,730,989,338,294,207,86,2644,30,6,0,0,0,0,36,3,3,0,0,0,0,6,33,9,0,0,0,0,42,63,3,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,66,3,0,0,0,0,69,10,3,0,0,0,0,13,0,0,0,0,0,0,0,5,16,7,8,0,0,36,15,19,7,8,0,0,49,0,0,0,0,0,0,0,844,1020,345,302,207,86,2804,703,976,314,293,177,76,2539,12,8,3,0,0,0,23,0,0,0,0,0,0,0,12,8,3,0,0,0,23,85,13,0,0,3,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,88,13,0,0,3,0,104,5,3,0,3,0,0,11,4,0,0,0,0,0,4,9,13,3,3,0,3,31,18,16,3,6,0,3,46,0,0,0,0
LGA21370,2121,4151,1730,1737,1017,444,11200,172,90,23,10,0,0,295,0,0,3,3,0,0,6,172,90,26,13,0,0,301,584,225,46,12,0,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,3,0,17,595,225,49,12,3,0,884,101,35,5,4,0,3,148,13,3,0,3,0,0,19,25,45,16,11,3,0,100,139,83,21,18,3,3,267,24,27,7,6,10,0,74,3051,4576,1833,1786,1033,447,12726,2425,4519,1756,1746,999,384,11829,328,141,21,13,6,3,512,6,3,3,0,0,0,12,334,144,24,13,6,3,524,550,229,41,13,3,3,839,3,0,0,0,0,3,6,3,3,0,3,0,0,9,0,5,0,0,0,0,5,556,237,41,16,3,6,859,104,58,3,0,0,0,165,6,13,9,0,0,0,28,12,24,7,11,7,3,64,122,95,19,11,7,3,257,0,3,0,0
LGA21450,2064,4276,2495,2993,1533,697,14058,186,107,36,13,3,3,348,0,5,4,3,4,3,19,186,112,40,16,7,6,367,263,165,34,11,3,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,3,0,0,32,283,174,34,14,3,0,508,64,25,4,5,0,0,98,0,3,0,0,0,0,3,7,9,8,5,3,4,36,71,37,12,10,3,4,137,15,31,16,9,11,7,89,2619,4630,2597,3042,1557,714,15159,2706,5669,3031,3684,1820,787,17697,153,104,21,19,9,0,306,12,20,10,3,0,0,45,165,124,31,22,9,0,351,432,217,42,20,5,0,716,7,0,0,0,0,0,7,10,13,5,0,0,0,28,6,8,0,0,0,0,14,455,238,47,20,5,0,765,84,22,5,3,0,5,119,6,10,3,3,0,0,22,9,8,3,3,0,3,26,99,40,11,9,0,8,167,0,0,0,0
LGA21610,6132,13687,10284,12876,5886,2710,51575,696,475,105,75,27,14,1392,56,80,52,64,28,18,298,752,555,157,139,55,32,1690,1088,814,255,92,26,10,2285,3,0,0,3,0,0,6,0,3,0,0,0,0,3,38,20,4,0,0,0,62,1129,837,259,95,26,10,2356,83,21,15,6,8,0,133,0,3,0,0,0,0,3,9,10,6,9,12,0,46,92,34,21,15,20,0,182,56,80,52,55,29,9,281,8161,15193,10773,13180,6016,2761,56084,8551,17680,12266,14511,6642,3388,63038,735,781,304,292,124,49,2285,126,162,99,68,21,16,492,861,943,403,360,145,65,2777,1489,894,249,107,28,18,2785,0,3,3,0,0,0,6,0,7,5,5,0,0,17,25,12,10,0,3,0,50,1514,916,267,112,31,18,2858,99,43,9,11,5,5,172,11,3,6,5,3,0,28,9,9,0,5,4,4,31,119,55,15,21,12,9,231,0,0,0,0
LGA21670,1164,1759,636,517,295,131,4502,109,52,3,3,0,3,170,3,3,0,0,3,0,9,112,55,3,3,3,3,179,138,31,4,3,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,144,31,4,3,0,0,182,45,9,3,0,0,3,60,5,3,0,0,3,0,11,20,19,4,5,0,3,51,70,31,7,5,3,6,122,8,12,3,0,0,3,26,1498,1888,653,528,301,143,5011,1279,1874,612,505,265,125,4660,72,33,6,4,0,0,115,0,0,0,0,0,0,0,72,33,6,4,0,0,115,199,46,5,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,204,46,5,0,0,0,255,46,6,3,0,0,0,55,4,5,0,0,3,0,12,12,15,4,4,0,0,35,62,26,7,4,3,0,102,0,0,0,0
LGA21750,1606,2482,984,959,565,296,6892,214,52,15,3,0,0,284,0,6,3,3,0,0,12,214,58,18,6,0,0,296,136,46,6,3,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,13,143,49,9,3,0,0,204,43,12,3,3,0,0,61,3,3,0,3,0,0,9,5,10,5,4,6,0,30,51,25,8,10,6,0,100,6,11,4,4,0,3,28,2020,2625,1023,982,571,299,7520,1684,2526,971,912,512,222,6827,221,98,24,29,21,4,397,14,25,7,10,8,0,64,235,123,31,39,29,4,461,210,79,11,3,3,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,13,220,79,14,3,3,0,319,32,14,4,0,0,0,50,3,3,0,0,0,0,6,9,15,4,9,0,0,37,44,32,8,9,0,0,93,0,0,0,0
LGA21830,1373,2100,792,813,482,274,5834,28,3,3,0,3,0,37,0,3,0,3,0,0,6,28,6,3,3,3,0,43,122,29,3,3,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,125,32,3,3,0,0,163,12,0,0,0,0,0,12,0,3,0,0,0,0,3,4,8,10,5,3,3,33,16,11,10,5,3,3,48,12,11,4,4,0,0,31,1554,2160,812,828,488,277,6119,1481,2145,752,784,462,235,5859,30,11,0,0,0,0,41,6,6,0,5,0,0,17,36,17,0,5,0,0,58,128,28,10,0,0,0,166,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,131,28,10,0,0,0,169,19,11,5,0,5,5,45,8,0,0,0,0,0,8,6,12,5,3,0,0,26,33,23,10,3,5,5,79,3,0,0,0
LGA21890,6795,10922,6294,5568,2376,1243,33198,1287,1280,561,293,98,49,3568,186,317,219,117,40,18,897,1473,1597,780,410,138,67,4465,4523,2388,804,352,85,39,8191,374,155,71,32,13,5,650,190,32,7,8,3,0,240,52,21,12,8,3,0,96,5139,2596,894,400,104,44,9177,3,0,0,0,0,0,3,22,0,0,0,0,0,22,113,95,56,44,23,8,339,138,95,56,44,23,8,364,90,96,40,36,16,12,290,13635,15306,8064,6458,2657,1374,47494,6487,10612,5989,5771,2260,1087,32206,1939,1920,744,429,164,74,5270,349,511,284,191,43,18,1396,2288,2431,1028,620,207,92,6666,4444,2434,823,383,132,48,8264,379,208,51,23,10,0,671,278,92,29,13,3,3,418,38,46,14,10,0,0,108,5139,2780,917,429,145,51,9461,0,0,4,0,0,0,4,9,3,0,0,0,0,12,64,77,34,31,14,11,231,73,80,38,31,14,11,247,3,0,0,0
LGA22110,2993,5321,1737,1703,854,382,12990,160,78,13,7,0,0,258,9,25,7,3,0,0,44,169,103,20,10,0,0,302,632,224,45,13,5,0,919,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,5,3,3,0,0,26,647,229,51,16,5,0,948,185,82,11,5,3,0,286,16,10,3,3,3,0,35,18,33,12,18,3,3,87,219,125,26,26,9,3,408,38,35,12,10,3,3,101,4066,5813,1846,1765,871,388,14749,3366,5918,1781,1789,808,327,13989,197,131,21,13,4,0,366,7,17,0,3,6,0,33,204,148,21,16,10,0,399,576,206,41,18,3,3,847,0,0,0,0,0,0,0,0,0,0,3,0,3,6,8,4,0,0,0,0,12,584,210,41,21,3,6,865,165,61,19,7,0,0,252,9,10,7,3,0,4,33,19,29,7,5,4,3,67,193,100,33,15,4,7,352,0,0,0,0
LGA22170,6236,11145,6344,6542,2943,1113,34323,1375,797,187,53,17,3,2432,163,170,46,32,7,9,427,1538,967,233,85,24,12,2859,1631,874,199,48,8,3,2763,68,29,6,3,0,0,106,3,0,0,0,0,0,3,61,24,4,3,0,0,92,1763,927,209,54,8,3,2964,233,108,26,11,4,0,382,67,0,0,0,0,0,67,6,8,6,9,3,4,36,306,116,32,20,7,4,485,80,83,41,34,12,5,255,9923,13238,6859,6735,2994,1137,40886,7039,11957,6652,6547,2797,1085,36077,1748,932,218,100,18,12,3028,160,197,57,34,11,7,466,1908,1129,275,134,29,19,3494,1975,1016,259,86,16,8,3360,56,27,9,3,0,0,95,9,4,3,0,0,0,16,31,13,3,3,0,0,50,2071,1060,274,92,16,8,3521,225,96,15,6,3,5,350,36,16,8,4,4,0,68,7,15,6,4,3,0,35,268,127,29,14,10,5,453,3,0,0,3
LGA22250,1007,1576,541,551,335,145,4155,38,9,3,0,0,0,50,0,0,0,0,0,0,0,38,9,3,0,0,0,50,98,23,4,0,0,0,125,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,106,23,4,0,0,0,133,39,9,0,0,0,0,48,3,0,0,0,0,0,3,6,9,7,0,0,3,25,48,18,7,0,0,3,76,6,3,0,0,0,0,9,1205,1629,555,551,335,148,4423,1014,1630,507,489,311,136,4087,31,13,5,0,0,0,49,3,0,0,0,0,0,3,34,13,5,0,0,0,52,129,15,6,3,0,0,153,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,129,15,6,3,3,0,156,46,4,3,0,0,0,53,0,3,0,0,0,0,3,3,3,0,3,0,0,9,49,10,3,3,0,0,65,0,0,0,0
