State,Region Type,ASGS 2011,Frequency,Selected Medians and Averages,Time,Value,Flags
"Western Australia","Statistical Area Level 3","Bayswater - Bassendean","Annual","Median total household income ($/weekly)","2006",967,
"Western Australia","Statistical Area Level 3","Bayswater - Bassendean","Annual","Median total household income ($/weekly)","2011",1284,
"Western Australia","Statistical Area Level 3","Mundaring","Annual","Median total household income ($/weekly)","2001",845,
"Western Australia","Statistical Area Level 3","Mundaring","Annual","Median total household income ($/weekly)","2006",1120,
"Western Australia","Statistical Area Level 3","Mundaring","Annual","Median total household income ($/weekly)","2011",1461,
"Western Australia","Statistical Area Level 3","Swan","Annual","Median total household income ($/weekly)","2001",817,
"Western Australia","Statistical Area Level 3","Swan","Annual","Median total household income ($/weekly)","2006",1097,
"Western Australia","Statistical Area Level 3","Swan","Annual","Median total household income ($/weekly)","2011",1454,
"Western Australia","Statistical Area Level 3","Joondalup","Annual","Median total household income ($/weekly)","2001",1026,
"Western Australia","Statistical Area Level 3","Joondalup","Annual","Median total household income ($/weekly)","2006",1313,
"Western Australia","Statistical Area Level 3","Joondalup","Annual","Median total household income ($/weekly)","2011",1774,
"Western Australia","Statistical Area Level 3","Stirling","Annual","Median total household income ($/weekly)","2001",721,
"Western Australia","Statistical Area Level 3","Stirling","Annual","Median total household income ($/weekly)","2006",999,
"Western Australia","Statistical Area Level 3","Stirling","Annual","Median total household income ($/weekly)","2011",1342,
"Western Australia","Statistical Area Level 3","Wanneroo","Annual","Median total household income ($/weekly)","2001",795,
"Western Australia","Statistical Area Level 3","Wanneroo","Annual","Median total household income ($/weekly)","2006",1105,
"Western Australia","Statistical Area Level 3","Wanneroo","Annual","Median total household income ($/weekly)","2011",1509,
"Western Australia","Statistical Area Level 3","Armadale","Annual","Median total household income ($/weekly)","2001",734,
"Western Australia","Statistical Area Level 3","Armadale","Annual","Median total household income ($/weekly)","2006",988,
"Western Australia","Statistical Area Level 3","Armadale","Annual","Median total household income ($/weekly)","2011",1307,
"Western Australia","Statistical Area Level 3","Belmont - Victoria Park","Annual","Median total household income ($/weekly)","2001",658,
"Western Australia","Statistical Area Level 3","Belmont - Victoria Park","Annual","Median total household income ($/weekly)","2006",932,
"Western Australia","Statistical Area Level 3","Belmont - Victoria Park","Annual","Median total household income ($/weekly)","2011",1344,
"Western Australia","Statistical Area Level 3","Canning","Annual","Median total household income ($/weekly)","2001",789,
"Western Australia","Statistical Area Level 3","Canning","Annual","Median total household income ($/weekly)","2006",1042,
"Western Australia","Statistical Area Level 3","Canning","Annual","Median total household income ($/weekly)","2011",1380,
"Western Australia","Statistical Area Level 3","Gosnells","Annual","Median total household income ($/weekly)","2001",792,
"Western Australia","Statistical Area Level 3","Gosnells","Annual","Median total household income ($/weekly)","2006",1056,
"Western Australia","Statistical Area Level 3","Gosnells","Annual","Median total household income ($/weekly)","2011",1369,
"Western Australia","Statistical Area Level 3","Kalamunda","Annual","Median total household income ($/weekly)","2001",877,
"Western Australia","Statistical Area Level 3","Kalamunda","Annual","Median total household income ($/weekly)","2006",1162,
"Western Australia","Statistical Area Level 3","Kalamunda","Annual","Median total household income ($/weekly)","2011",1515,
"Western Australia","Statistical Area Level 3","Serpentine - Jarrahdale","Annual","Median total household income ($/weekly)","2001",919,
"Western Australia","Statistical Area Level 3","Serpentine - Jarrahdale","Annual","Median total household income ($/weekly)","2006",1235,
"Western Australia","Statistical Area Level 3","Serpentine - Jarrahdale","Annual","Median total household income ($/weekly)","2011",1635,
"Western Australia","Statistical Area Level 3","South Perth","Annual","Median total household income ($/weekly)","2001",824,
"Western Australia","Statistical Area Level 3","South Perth","Annual","Median total household income ($/weekly)","2006",1141,
"Western Australia","Statistical Area Level 3","South Perth","Annual","Median total household income ($/weekly)","2011",1605,
"Western Australia","Statistical Area Level 3","Cockburn","Annual","Median total household income ($/weekly)","2001",794,
"Western Australia","Statistical Area Level 3","Cockburn","Annual","Median total household income ($/weekly)","2006",1102,
"Western Australia","Statistical Area Level 3","Cockburn","Annual","Median total household income ($/weekly)","2011",1535,
"Western Australia","Statistical Area Level 3","Fremantle","Annual","Median total household income ($/weekly)","2001",720,
"Western Australia","Statistical Area Level 3","Fremantle","Annual","Median total household income ($/weekly)","2006",1023,
"Western Australia","Statistical Area Level 3","Fremantle","Annual","Median total household income ($/weekly)","2011",1376,
"Western Australia","Statistical Area Level 3","Kwinana","Annual","Median total household income ($/weekly)","2001",644,
"Western Australia","Statistical Area Level 3","Kwinana","Annual","Median total household income ($/weekly)","2006",892,
"Western Australia","Statistical Area Level 3","Kwinana","Annual","Median total household income ($/weekly)","2011",1249,
"Western Australia","Statistical Area Level 3","Melville","Annual","Median total household income ($/weekly)","2001",919,
"Western Australia","Statistical Area Level 3","Melville","Annual","Median total household income ($/weekly)","2006",1197,
"Western Australia","Statistical Area Level 3","Melville","Annual","Median total household income ($/weekly)","2011",1627,
"Western Australia","Statistical Area Level 3","Rockingham","Annual","Median total household income ($/weekly)","2001",719,
"Western Australia","Statistical Area Level 3","Rockingham","Annual","Median total household income ($/weekly)","2006",1040,
"Western Australia","Statistical Area Level 3","Rockingham","Annual","Median total household income ($/weekly)","2011",1406,
"Western Australia","Statistical Area Level 3","Esperance","Annual","Median total household income ($/weekly)","2001",673,
"Western Australia","Statistical Area Level 3","Esperance","Annual","Median total household income ($/weekly)","2006",946,
"Western Australia","Statistical Area Level 3","Esperance","Annual","Median total household income ($/weekly)","2011",1152,
"Western Australia","Statistical Area Level 3","Gascoyne","Annual","Median total household income ($/weekly)","2001",655,
"Western Australia","Statistical Area Level 3","Gascoyne","Annual","Median total household income ($/weekly)","2006",836,
"Western Australia","Statistical Area Level 3","Gascoyne","Annual","Median total household income ($/weekly)","2011",975,
"Western Australia","Statistical Area Level 3","Goldfields","Annual","Median total household income ($/weekly)","2001",1077,
"Western Australia","Statistical Area Level 3","Goldfields","Annual","Median total household income ($/weekly)","2006",1371,
"Western Australia","Statistical Area Level 3","Goldfields","Annual","Median total household income ($/weekly)","2011",1818,
"Western Australia","Statistical Area Level 3","Kimberley","Annual","Median total household income ($/weekly)","2001",785,
"Western Australia","Statistical Area Level 3","Kimberley","Annual","Median total household income ($/weekly)","2006",1035,
"Western Australia","Statistical Area Level 3","Kimberley","Annual","Median total household income ($/weekly)","2011",1310,
"Western Australia","Statistical Area Level 3","Mid West","Annual","Median total household income ($/weekly)","2001",668,
"Western Australia","Statistical Area Level 3","Mid West","Annual","Median total household income ($/weekly)","2006",909,
"Western Australia","Statistical Area Level 3","Mid West","Annual","Median total household income ($/weekly)","2011",1100,
"Western Australia","Statistical Area Level 3","Pilbara","Annual","Median total household income ($/weekly)","2001",1229,
"Western Australia","Statistical Area Level 3","Pilbara","Annual","Median total household income ($/weekly)","2006",1819,
"Western Australia","Statistical Area Level 3","Pilbara","Annual","Median total household income ($/weekly)","2011",2690,
"Western Australia","Statistical Area Level 3","Albany","Annual","Median total household income ($/weekly)","2001",615,
"Western Australia","Statistical Area Level 3","Albany","Annual","Median total household income ($/weekly)","2006",822,
"Western Australia","Statistical Area Level 3","Albany","Annual","Median total household income ($/weekly)","2011",961,
"Western Australia","Statistical Area Level 3","Wheat Belt - North","Annual","Median total household income ($/weekly)","2001",638,
"Western Australia","Statistical Area Level 3","Wheat Belt - North","Annual","Median total household income ($/weekly)","2006",842,
"Western Australia","Statistical Area Level 3","Wheat Belt - North","Annual","Median total household income ($/weekly)","2011",991,
"Western Australia","Statistical Area Level 3","Wheat Belt - South","Annual","Median total household income ($/weekly)","2001",618,
"Western Australia","Statistical Area Level 3","Wheat Belt - South","Annual","Median total household income ($/weekly)","2006",865,
"Western Australia","Statistical Area Level 3","Wheat Belt - South","Annual","Median total household income ($/weekly)","2011",964,
"Western Australia","Statistical Area Level 3","Migratory - Offshore - Shipping (WA)","Annual","Median total household income ($/weekly)","2001",0,
"Western Australia","Statistical Area Level 3","Migratory - Offshore - Shipping (WA)","Annual","Median total household income ($/weekly)","2006",0,
"Western Australia","Statistical Area Level 3","Migratory - Offshore - Shipping (WA)","Annual","Median total household income ($/weekly)","2011",500,
"Tasmania","Statistical Area Level 3","Brighton","Annual","Median total household income ($/weekly)","2001",604,
"Tasmania","Statistical Area Level 3","Brighton","Annual","Median total household income ($/weekly)","2006",821,
"Tasmania","Statistical Area Level 3","Brighton","Annual","Median total household income ($/weekly)","2011",968,
"Tasmania","Statistical Area Level 3","Hobart - North East","Annual","Median total household income ($/weekly)","2001",702,
"Tasmania","Statistical Area Level 3","Hobart - North East","Annual","Median total household income ($/weekly)","2006",938,
"Tasmania","Statistical Area Level 3","Hobart - North East","Annual","Median total household income ($/weekly)","2011",1110,
"Tasmania","Statistical Area Level 3","Hobart - North West","Annual","Median total household income ($/weekly)","2001",566,
"Tasmania","Statistical Area Level 3","Hobart - North West","Annual","Median total household income ($/weekly)","2006",726,
"Tasmania","Statistical Area Level 3","Hobart - North West","Annual","Median total household income ($/weekly)","2011",862,
"Tasmania","Statistical Area Level 3","Hobart - South and West","Annual","Median total household income ($/weekly)","2001",823,
"Tasmania","Statistical Area Level 3","Hobart - South and West","Annual","Median total household income ($/weekly)","2006",1065,
"Tasmania","Statistical Area Level 3","Hobart - South and West","Annual","Median total household income ($/weekly)","2011",1243,
"Tasmania","Statistical Area Level 3","Hobart Inner","Annual","Median total household income ($/weekly)","2001",750,
"Tasmania","Statistical Area Level 3","Hobart Inner","Annual","Median total household income ($/weekly)","2006",1041,
"Tasmania","Statistical Area Level 3","Hobart Inner","Annual","Median total household income ($/weekly)","2011",1254,
"Tasmania","Statistical Area Level 3","Sorell - Dodges Ferry","Annual","Median total household income ($/weekly)","2001",631,
"Tasmania","Statistical Area Level 3","Sorell - Dodges Ferry","Annual","Median total household income ($/weekly)","2006",811,
"Tasmania","Statistical Area Level 3","Sorell - Dodges Ferry","Annual","Median total household income ($/weekly)","2011",978,
"Tasmania","Statistical Area Level 3","Launceston","Annual","Median total household income ($/weekly)","2001",617,
"Tasmania","Statistical Area Level 3","Launceston","Annual","Median total household income ($/weekly)","2006",789,
"Tasmania","Statistical Area Level 3","Launceston","Annual","Median total household income ($/weekly)","2011",943,
"Tasmania","Statistical Area Level 3","Meander Valley - West Tamar","Annual","Median total household income ($/weekly)","2001",595,
"Tasmania","Statistical Area Level 3","Meander Valley - West Tamar","Annual","Median total household income ($/weekly)","2006",766,
"Tasmania","Statistical Area Level 3","Meander Valley - West Tamar","Annual","Median total household income ($/weekly)","2011",876,
"Tasmania","Statistical Area Level 3","North East","Annual","Median total household income ($/weekly)","2001",577,
"Tasmania","Statistical Area Level 3","North East","Annual","Median total household income ($/weekly)","2006",705,
"Tasmania","Statistical Area Level 3","North East","Annual","Median total household income ($/weekly)","2011",811,
"Tasmania","Statistical Area Level 3","Central Highlands (Tas.)","Annual","Median total household income ($/weekly)","2001",571,
"Tasmania","Statistical Area Level 3","Central Highlands (Tas.)","Annual","Median total household income ($/weekly)","2006",734,
"Tasmania","Statistical Area Level 3","Central Highlands (Tas.)","Annual","Median total household income ($/weekly)","2011",850,
"Tasmania","Statistical Area Level 3","Huon - Bruny Island","Annual","Median total household income ($/weekly)","2001",574,
"Tasmania","Statistical Area Level 3","Huon - Bruny Island","Annual","Median total household income ($/weekly)","2006",722,
"Tasmania","Statistical Area Level 3","Huon - Bruny Island","Annual","Median total household income ($/weekly)","2011",867,
"Tasmania","Statistical Area Level 3","South East Coast","Annual","Median total household income ($/weekly)","2001",512,
"Tasmania","Statistical Area Level 3","South East Coast","Annual","Median total household income ($/weekly)","2006",617,
"Tasmania","Statistical Area Level 3","South East Coast","Annual","Median total household income ($/weekly)","2011",729,
"Tasmania","Statistical Area Level 3","Burnie - Ulverstone","Annual","Median total household income ($/weekly)","2001",558,
"Tasmania","Statistical Area Level 3","Burnie - Ulverstone","Annual","Median total household income ($/weekly)","2006",721,
"Tasmania","Statistical Area Level 3","Burnie - Ulverstone","Annual","Median total household income ($/weekly)","2011",834,
"Tasmania","Statistical Area Level 3","Devonport","Annual","Median total household income ($/weekly)","2001",573,
"Tasmania","Statistical Area Level 3","Devonport","Annual","Median total household income ($/weekly)","2006",739,
"Tasmania","Statistical Area Level 3","Devonport","Annual","Median total household income ($/weekly)","2011",866,
"Tasmania","Statistical Area Level 3","West Coast","Annual","Median total household income ($/weekly)","2001",663,
"Tasmania","Statistical Area Level 3","West Coast","Annual","Median total household income ($/weekly)","2006",825,
"Tasmania","Statistical Area Level 3","West Coast","Annual","Median total household income ($/weekly)","2011",973,
"Tasmania","Statistical Area Level 3","Migratory - Offshore - Shipping (Tas.)","Annual","Median total household income ($/weekly)","2001",0,
"Tasmania","Statistical Area Level 3","Migratory - Offshore - Shipping (Tas.)","Annual","Median total household income ($/weekly)","2006",0,
"Tasmania","Statistical Area Level 3","Migratory - Offshore - Shipping (Tas.)","Annual","Median total household income ($/weekly)","2011",0,
"Northern Territory","Statistical Area Level 3","Darwin City","Annual","Median total household income ($/weekly)","2001",1046,
"Northern Territory","Statistical Area Level 3","Darwin City","Annual","Median total household income ($/weekly)","2006",1365,
"Northern Territory","Statistical Area Level 3","Darwin City","Annual","Median total household income ($/weekly)","2011",1929,
"Northern Territory","Statistical Area Level 3","Darwin Suburbs","Annual","Median total household income ($/weekly)","2001",1009,
"Northern Territory","Statistical Area Level 3","Darwin Suburbs","Annual","Median total household income ($/weekly)","2006",1232,
"Northern Territory","Statistical Area Level 3","Darwin Suburbs","Annual","Median total household income ($/weekly)","2011",1707,
"Northern Territory","Statistical Area Level 3","Litchfield","Annual","Median total household income ($/weekly)","2001",907,
"Northern Territory","Statistical Area Level 3","Litchfield","Annual","Median total household income ($/weekly)","2006",1230,
"Northern Territory","Statistical Area Level 3","Litchfield","Annual","Median total household income ($/weekly)","2011",1629,
"Northern Territory","Statistical Area Level 3","Palmerston","Annual","Median total household income ($/weekly)","2001",1002,
"Northern Territory","Statistical Area Level 3","Palmerston","Annual","Median total household income ($/weekly)","2006",1267,
"Northern Territory","Statistical Area Level 3","Palmerston","Annual","Median total household income ($/weekly)","2011",1804,
"Northern Territory","Statistical Area Level 3","Alice Springs","Annual","Median total household income ($/weekly)","2001",941,
"Northern Territory","Statistical Area Level 3","Alice Springs","Annual","Median total household income ($/weekly)","2006",1146,
"Northern Territory","Statistical Area Level 3","Alice Springs","Annual","Median total household income ($/weekly)","2011",1461,
"Northern Territory","Statistical Area Level 3","Barkly","Annual","Median total household income ($/weekly)","2001",724,
"Northern Territory","Statistical Area Level 3","Barkly","Annual","Median total household income ($/weekly)","2006",865,
"Northern Territory","Statistical Area Level 3","Barkly","Annual","Median total household income ($/weekly)","2011",1152,
"Northern Territory","Statistical Area Level 3","Daly - Tiwi - West Arnhem","Annual","Median total household income ($/weekly)","2001",748,
"Northern Territory","Statistical Area Level 3","Daly - Tiwi - West Arnhem","Annual","Median total household income ($/weekly)","2006",948,
"Northern Territory","Statistical Area Level 3","Daly - Tiwi - West Arnhem","Annual","Median total household income ($/weekly)","2011",1101,
"Northern Territory","Statistical Area Level 3","East Arnhem","Annual","Median total household income ($/weekly)","2001",1213,
"Northern Territory","Statistical Area Level 3","East Arnhem","Annual","Median total household income ($/weekly)","2006",1461,
"Northern Territory","Statistical Area Level 3","East Arnhem","Annual","Median total household income ($/weekly)","2011",2002,
"Northern Territory","Statistical Area Level 3","Katherine","Annual","Median total household income ($/weekly)","2001",820,
"Northern Territory","Statistical Area Level 3","Katherine","Annual","Median total household income ($/weekly)","2006",1008,
"Northern Territory","Statistical Area Level 3","Katherine","Annual","Median total household income ($/weekly)","2011",1255,
"Northern Territory","Statistical Area Level 3","Migratory - Offshore - Shipping (NT)","Annual","Median total household income ($/weekly)","2001",0,
"Northern Territory","Statistical Area Level 3","Migratory - Offshore - Shipping (NT)","Annual","Median total household income ($/weekly)","2006",0,
"Northern Territory","Statistical Area Level 3","Migratory - Offshore - Shipping (NT)","Annual","Median total household income ($/weekly)","2011",0,
"Australian Capital Territory","Statistical Area Level 3","Belconnen","Annual","Median total household income ($/weekly)","2001",1081,
"Australian Capital Territory","Statistical Area Level 3","Belconnen","Annual","Median total household income ($/weekly)","2006",1393,
"Australian Capital Territory","Statistical Area Level 3","Belconnen","Annual","Median total household income ($/weekly)","2011",1799,
"Australian Capital Territory","Statistical Area Level 3","Cotter - Namadgi","Annual","Median total household income ($/weekly)","2001",946,
"Australian Capital Territory","Statistical Area Level 3","Cotter - Namadgi","Annual","Median total household income ($/weekly)","2006",1375,
"Australian Capital Territory","Statistical Area Level 3","Cotter - Namadgi","Annual","Median total household income ($/weekly)","2011",1750,
"Australian Capital Territory","Statistical Area Level 3","Fyshwick - Pialligo - Hume","Annual","Median total household income ($/weekly)","2001",577,
"Australian Capital Territory","Statistical Area Level 3","Fyshwick - Pialligo - Hume","Annual","Median total household income ($/weekly)","2006",733,
"Australian Capital Territory","Statistical Area Level 3","Fyshwick - Pialligo - Hume","Annual","Median total household income ($/weekly)","2011",868,
"Australian Capital Territory","Statistical Area Level 3","Gungahlin","Annual","Median total household income ($/weekly)","2001",1215,
"Australian Capital Territory","Statistical Area Level 3","Gungahlin","Annual","Median total household income ($/weekly)","2006",1641,
"Australian Capital Territory","Statistical Area Level 3","Gungahlin","Annual","Median total household income ($/weekly)","2011",2166,
"Australian Capital Territory","Statistical Area Level 3","North Canberra","Annual","Median total household income ($/weekly)","2001",950,
"Australian Capital Territory","Statistical Area Level 3","North Canberra","Annual","Median total household income ($/weekly)","2006",1297,
"Australian Capital Territory","Statistical Area Level 3","North Canberra","Annual","Median total household income ($/weekly)","2011",1818,
"Australian Capital Territory","Statistical Area Level 3","South Canberra","Annual","Median total household income ($/weekly)","2001",1182,
"Australian Capital Territory","Statistical Area Level 3","South Canberra","Annual","Median total household income ($/weekly)","2006",1725,
"Australian Capital Territory","Statistical Area Level 3","South Canberra","Annual","Median total household income ($/weekly)","2011",2387,
"Australian Capital Territory","Statistical Area Level 3","Tuggeranong","Annual","Median total household income ($/weekly)","2001",1151,
"Australian Capital Territory","Statistical Area Level 3","Tuggeranong","Annual","Median total household income ($/weekly)","2006",1496,
"Australian Capital Territory","Statistical Area Level 3","Tuggeranong","Annual","Median total household income ($/weekly)","2011",1957,
"Australian Capital Territory","Statistical Area Level 3","Weston Creek","Annual","Median total household income ($/weekly)","2001",1122,
"Australian Capital Territory","Statistical Area Level 3","Weston Creek","Annual","Median total household income ($/weekly)","2006",1458,
"Australian Capital Territory","Statistical Area Level 3","Weston Creek","Annual","Median total household income ($/weekly)","2011",1829,
"Australian Capital Territory","Statistical Area Level 3","Woden","Annual","Median total household income ($/weekly)","2001",1072,
"Australian Capital Territory","Statistical Area Level 3","Woden","Annual","Median total household income ($/weekly)","2006",1406,
"Australian Capital Territory","Statistical Area Level 3","Woden","Annual","Median total household income ($/weekly)","2011",1818,
"Australian Capital Territory","Statistical Area Level 3","Migratory - Offshore - Shipping (ACT)","Annual","Median total household income ($/weekly)","2001",0,
"Australian Capital Territory","Statistical Area Level 3","Migratory - Offshore - Shipping (ACT)","Annual","Median total household income ($/weekly)","2006",0,
"Australian Capital Territory","Statistical Area Level 3","Migratory - Offshore - Shipping (ACT)","Annual","Median total household income ($/weekly)","2011",0,
"Other Territories","Statistical Area Level 3","Christmas Island","Annual","Median total household income ($/weekly)","2001",865,
"Other Territories","Statistical Area Level 3","Christmas Island","Annual","Median total household income ($/weekly)","2006",1218,
"Other Territories","Statistical Area Level 3","Christmas Island","Annual","Median total household income ($/weekly)","2011",1835,
"Other Territories","Statistical Area Level 3","Cocos (Keeling) Islands","Annual","Median total household income ($/weekly)","2001",1109,
"Other Territories","Statistical Area Level 3","Cocos (Keeling) Islands","Annual","Median total household income ($/weekly)","2006",1295,
"Other Territories","Statistical Area Level 3","Cocos (Keeling) Islands","Annual","Median total household income ($/weekly)","2011",1422,
"Other Territories","Statistical Area Level 3","Jervis Bay","Annual","Median total household income ($/weekly)","2001",831,
"Other Territories","Statistical Area Level 3","Jervis Bay","Annual","Median total household income ($/weekly)","2006",991,
"Other Territories","Statistical Area Level 3","Jervis Bay","Annual","Median total household income ($/weekly)","2011",1187,
"Other Territories","Statistical Area Level 3","Migratory - Offshore - Shipping (OT)","Annual","Median total household income ($/weekly)","2001",0,
"Other Territories","Statistical Area Level 3","Migratory - Offshore - Shipping (OT)","Annual","Median total household income ($/weekly)","2006",0,
"Other Territories","Statistical Area Level 3","Migratory - Offshore - Shipping (OT)","Annual","Median total household income ($/weekly)","2011",0,
"New South Wales","Statistical Area Level 3","Goulburn - Yass","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Goulburn - Yass","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Goulburn - Yass","Annual","Average household size","2011",2.5,
"New South Wales","Statistical Area Level 3","Queanbeyan","Annual","Average household size","2001",2.6,
"New South Wales","Statistical Area Level 3","Queanbeyan","Annual","Average household size","2006",2.6,
"New South Wales","Statistical Area Level 3","Queanbeyan","Annual","Average household size","2011",2.6,
"New South Wales","Statistical Area Level 3","Snowy Mountains","Annual","Average household size","2001",2.4,
"New South Wales","Statistical Area Level 3","Snowy Mountains","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","Snowy Mountains","Annual","Average household size","2011",2.3,
"New South Wales","Statistical Area Level 3","South Coast","Annual","Average household size","2001",2.4,
"New South Wales","Statistical Area Level 3","South Coast","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","South Coast","Annual","Average household size","2011",2.3,
"New South Wales","Statistical Area Level 3","Gosford","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Gosford","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Gosford","Annual","Average household size","2011",2.5,
"New South Wales","Statistical Area Level 3","Wyong","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Wyong","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Wyong","Annual","Average household size","2011",2.5,
"New South Wales","Statistical Area Level 3","Bathurst","Annual","Average household size","2001",2.6,
"New South Wales","Statistical Area Level 3","Bathurst","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Bathurst","Annual","Average household size","2011",2.5,
"New South Wales","Statistical Area Level 3","Lachlan Valley","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Lachlan Valley","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Lachlan Valley","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Lithgow - Mudgee","Annual","Average household size","2001",2.6,
"New South Wales","Statistical Area Level 3","Lithgow - Mudgee","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","Lithgow - Mudgee","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Orange","Annual","Average household size","2001",2.6,
"New South Wales","Statistical Area Level 3","Orange","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Orange","Annual","Average household size","2011",2.5,
"New South Wales","Statistical Area Level 3","Clarence Valley","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Clarence Valley","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","Clarence Valley","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Coffs Harbour","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Coffs Harbour","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Coffs Harbour","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Bourke - Cobar - Coonamble","Annual","Average household size","2001",2.6,
"New South Wales","Statistical Area Level 3","Bourke - Cobar - Coonamble","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Bourke - Cobar - Coonamble","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Broken Hill and Far West","Annual","Average household size","2001",2.3,
"New South Wales","Statistical Area Level 3","Broken Hill and Far West","Annual","Average household size","2006",2.3,
"New South Wales","Statistical Area Level 3","Broken Hill and Far West","Annual","Average household size","2011",2.3,
"New South Wales","Statistical Area Level 3","Dubbo","Annual","Average household size","2001",2.6,
"New South Wales","Statistical Area Level 3","Dubbo","Annual","Average household size","2006",2.6,
"New South Wales","Statistical Area Level 3","Dubbo","Annual","Average household size","2011",2.5,
"New South Wales","Statistical Area Level 3","Lower Hunter","Annual","Average household size","2001",2.7,
"New South Wales","Statistical Area Level 3","Lower Hunter","Annual","Average household size","2006",2.7,
"New South Wales","Statistical Area Level 3","Lower Hunter","Annual","Average household size","2011",2.6,
"New South Wales","Statistical Area Level 3","Maitland","Annual","Average household size","2001",2.7,
"New South Wales","Statistical Area Level 3","Maitland","Annual","Average household size","2006",2.7,
"New South Wales","Statistical Area Level 3","Maitland","Annual","Average household size","2011",2.7,
"New South Wales","Statistical Area Level 3","Port Stephens","Annual","Average household size","2001",2.6,
"New South Wales","Statistical Area Level 3","Port Stephens","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Port Stephens","Annual","Average household size","2011",2.5,
"New South Wales","Statistical Area Level 3","Upper Hunter","Annual","Average household size","2001",2.6,
"New South Wales","Statistical Area Level 3","Upper Hunter","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Upper Hunter","Annual","Average household size","2011",2.5,
"New South Wales","Statistical Area Level 3","Dapto - Port Kembla","Annual","Average household size","2001",2.8,
"New South Wales","Statistical Area Level 3","Dapto - Port Kembla","Annual","Average household size","2006",2.7,
"New South Wales","Statistical Area Level 3","Dapto - Port Kembla","Annual","Average household size","2011",2.6,
"New South Wales","Statistical Area Level 3","Illawarra Catchment Reserve","Annual","Average household size","2001",0,
"New South Wales","Statistical Area Level 3","Illawarra Catchment Reserve","Annual","Average household size","2006",0,
"New South Wales","Statistical Area Level 3","Illawarra Catchment Reserve","Annual","Average household size","2011",1,
"New South Wales","Statistical Area Level 3","Kiama - Shellharbour","Annual","Average household size","2001",2.8,
"New South Wales","Statistical Area Level 3","Kiama - Shellharbour","Annual","Average household size","2006",2.7,
"New South Wales","Statistical Area Level 3","Kiama - Shellharbour","Annual","Average household size","2011",2.7,
"New South Wales","Statistical Area Level 3","Wollongong","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Wollongong","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Wollongong","Annual","Average household size","2011",2.5,
"New South Wales","Statistical Area Level 3","Great Lakes","Annual","Average household size","2001",2.3,
"New South Wales","Statistical Area Level 3","Great Lakes","Annual","Average household size","2006",2.3,
"New South Wales","Statistical Area Level 3","Great Lakes","Annual","Average household size","2011",2.2,
"New South Wales","Statistical Area Level 3","Kempsey - Nambucca","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Kempsey - Nambucca","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","Kempsey - Nambucca","Annual","Average household size","2011",2.3,
"New South Wales","Statistical Area Level 3","Lord Howe Island","Annual","Average household size","2001",2.2,
"New South Wales","Statistical Area Level 3","Lord Howe Island","Annual","Average household size","2006",2.3,
"New South Wales","Statistical Area Level 3","Lord Howe Island","Annual","Average household size","2011",2.3,
"New South Wales","Statistical Area Level 3","Port Macquarie","Annual","Average household size","2001",2.4,
"New South Wales","Statistical Area Level 3","Port Macquarie","Annual","Average household size","2006",2.3,
"New South Wales","Statistical Area Level 3","Port Macquarie","Annual","Average household size","2011",2.3,
"New South Wales","Statistical Area Level 3","Taree - Gloucester","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Taree - Gloucester","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","Taree - Gloucester","Annual","Average household size","2011",2.4,
